codigo,nombre,precio,iva,deposito,codigo_barras,stock_min,stock
4000459,FRAZADITA CELESTE MAXIPLUS (D MAMA),0.0,10,URGENCIAS(2),4000459,0.0,0.0
4000459,FRAZADITA CELESTE MAXIPLUS (D MAMA),0.0,10,INTERNADO(3),4000459,0.0,0.0
4000459,FRAZADITA CELESTE MAXIPLUS (D MAMA),0.0,10,QUIROFANO(4),4000459,0.0,0.0
4000459,FRAZADITA CELESTE MAXIPLUS (D MAMA),0.0,10,ADMINISTRACION,4000459,0.0,0.0
4000459,FRAZADITA CELESTE MAXIPLUS (D MAMA),0.0,10,CARRO DE PARO,4000459,0.0,0.0
4000460,FRAZADITA ROSA MAXIPLUS (D MAMA),0.0,10,FARMACIA INTERNA(1),4000460,0.0,1.0
4000460,FRAZADITA ROSA MAXIPLUS (D MAMA),0.0,10,URGENCIAS(2),4000460,0.0,0.0
4000460,FRAZADITA ROSA MAXIPLUS (D MAMA),0.0,10,INTERNADO(3),4000460,0.0,0.0
4000460,FRAZADITA ROSA MAXIPLUS (D MAMA),0.0,10,QUIROFANO(4),4000460,0.0,0.0
4000460,FRAZADITA ROSA MAXIPLUS (D MAMA),0.0,10,ADMINISTRACION,4000460,0.0,0.0
4000460,FRAZADITA ROSA MAXIPLUS (D MAMA),0.0,10,CARRO DE PARO,4000460,0.0,0.0
4000461,FRAZADITA BLANCO MAXIPLUS (D MAMA),0.0,10,FARMACIA INTERNA(1),4000461,0.0,1.0
4000461,FRAZADITA BLANCO MAXIPLUS (D MAMA),0.0,10,URGENCIAS(2),4000461,0.0,0.0
4000461,FRAZADITA BLANCO MAXIPLUS (D MAMA),0.0,10,INTERNADO(3),4000461,0.0,0.0
4000461,FRAZADITA BLANCO MAXIPLUS (D MAMA),0.0,10,QUIROFANO(4),4000461,0.0,0.0
4000461,FRAZADITA BLANCO MAXIPLUS (D MAMA),0.0,10,ADMINISTRACION,4000461,0.0,0.0
4000461,FRAZADITA BLANCO MAXIPLUS (D MAMA),0.0,10,CARRO DE PARO,4000461,0.0,0.0
4000462,BOLSA PATOLOGICA ROJA P7 80LTS X 10,15000.0,10,FARMACIA INTERNA(1),4000462,0.0,1.0
4000462,BOLSA PATOLOGICA ROJA P7 80LTS X 10,15000.0,10,URGENCIAS(2),4000462,0.0,0.0
4000462,BOLSA PATOLOGICA ROJA P7 80LTS X 10,15000.0,10,INTERNADO(3),4000462,0.0,0.0
4000462,BOLSA PATOLOGICA ROJA P7 80LTS X 10,15000.0,10,QUIROFANO(4),4000462,0.0,0.0
4000462,BOLSA PATOLOGICA ROJA P7 80LTS X 10,15000.0,10,ADMINISTRACION,4000462,0.0,0.0
4000462,BOLSA PATOLOGICA ROJA P7 80LTS X 10,15000.0,10,CARRO DE PARO,4000462,0.0,0.0
4000463,ALGODON ZIG ZAG 200GR,13000.0,10,FARMACIA INTERNA(1),4000463,0.0,0.0
4000463,ALGODON ZIG ZAG 200GR,13000.0,10,URGENCIAS(2),4000463,0.0,0.0
4000463,ALGODON ZIG ZAG 200GR,13000.0,10,INTERNADO(3),4000463,0.0,0.0
4000463,ALGODON ZIG ZAG 200GR,13000.0,10,QUIROFANO(4),4000463,0.0,0.0
4000463,ALGODON ZIG ZAG 200GR,13000.0,10,ADMINISTRACION,4000463,0.0,0.0
4000463,ALGODON ZIG ZAG 200GR,13000.0,10,CARRO DE PARO,4000463,0.0,0.0
4000464,OXIGENO MEDICINAL,5000000.0,10,FARMACIA INTERNA(1),4000464,0.0,1.0
4000464,OXIGENO MEDICINAL,5000000.0,10,URGENCIAS(2),4000464,0.0,0.0
4000464,OXIGENO MEDICINAL,5000000.0,10,INTERNADO(3),4000464,0.0,0.0
4000464,OXIGENO MEDICINAL,5000000.0,10,QUIROFANO(4),4000464,0.0,0.0
4000464,OXIGENO MEDICINAL,5000000.0,10,ADMINISTRACION,4000464,0.0,39.0
4000464,OXIGENO MEDICINAL,5000000.0,10,CARRO DE PARO,4000464,0.0,0.0
4000465,RECARGA DE EXTINTOR PQS 6 KG,0.0,10,FARMACIA INTERNA(1),4000465,0.0,0.0
4000465,RECARGA DE EXTINTOR PQS 6 KG,0.0,10,URGENCIAS(2),4000465,0.0,0.0
4000465,RECARGA DE EXTINTOR PQS 6 KG,0.0,10,INTERNADO(3),4000465,0.0,0.0
4000465,RECARGA DE EXTINTOR PQS 6 KG,0.0,10,QUIROFANO(4),4000465,0.0,0.0
4000465,RECARGA DE EXTINTOR PQS 6 KG,0.0,10,ADMINISTRACION,4000465,0.0,13.0
4000465,RECARGA DE EXTINTOR PQS 6 KG,0.0,10,CARRO DE PARO,4000465,0.0,0.0
4000466,RECARGA DE EXTINTOR CO2 5 KG,0.0,10,FARMACIA INTERNA(1),4000466,0.0,0.0
4000466,RECARGA DE EXTINTOR CO2 5 KG,0.0,10,URGENCIAS(2),4000466,0.0,0.0
4000466,RECARGA DE EXTINTOR CO2 5 KG,0.0,10,INTERNADO(3),4000466,0.0,0.0
4000466,RECARGA DE EXTINTOR CO2 5 KG,0.0,10,QUIROFANO(4),4000466,0.0,0.0
4000466,RECARGA DE EXTINTOR CO2 5 KG,0.0,10,ADMINISTRACION,4000466,0.0,6.0
4000466,RECARGA DE EXTINTOR CO2 5 KG,0.0,10,CARRO DE PARO,4000466,0.0,0.0
4000467,PRESERVATIVOS S/ LUBRICANTE CAJA X 144,150000.0,10,FARMACIA INTERNA(1),4000467,0.0,1.0
4000467,PRESERVATIVOS S/ LUBRICANTE CAJA X 144,150000.0,10,URGENCIAS(2),4000467,0.0,0.0
4000467,PRESERVATIVOS S/ LUBRICANTE CAJA X 144,150000.0,10,INTERNADO(3),4000467,0.0,0.0
4000467,PRESERVATIVOS S/ LUBRICANTE CAJA X 144,150000.0,10,QUIROFANO(4),4000467,0.0,0.0
4000467,PRESERVATIVOS S/ LUBRICANTE CAJA X 144,150000.0,10,ADMINISTRACION,4000467,0.0,0.0
4000467,PRESERVATIVOS S/ LUBRICANTE CAJA X 144,150000.0,10,CARRO DE PARO,4000467,0.0,0.0
4000468,RESMA DE PAPEL FOTOGRAFICO X 200 UN,150000.0,10,FARMACIA INTERNA(1),4000468,0.0,1.0
4000468,RESMA DE PAPEL FOTOGRAFICO X 200 UN,150000.0,10,URGENCIAS(2),4000468,0.0,0.0
4000468,RESMA DE PAPEL FOTOGRAFICO X 200 UN,150000.0,10,INTERNADO(3),4000468,0.0,0.0
4000468,RESMA DE PAPEL FOTOGRAFICO X 200 UN,150000.0,10,QUIROFANO(4),4000468,0.0,0.0
4000468,RESMA DE PAPEL FOTOGRAFICO X 200 UN,150000.0,10,ADMINISTRACION,4000468,0.0,0.0
4000468,RESMA DE PAPEL FOTOGRAFICO X 200 UN,150000.0,10,CARRO DE PARO,4000468,0.0,0.0
4000469,PAPEL PARA VIDEO PRINTER UPP - 110MMX8M (SONY),220000.0,10,FARMACIA INTERNA(1),4000469,0.0,1.0
4000469,PAPEL PARA VIDEO PRINTER UPP - 110MMX8M (SONY),220000.0,10,URGENCIAS(2),4000469,0.0,0.0
4000469,PAPEL PARA VIDEO PRINTER UPP - 110MMX8M (SONY),220000.0,10,INTERNADO(3),4000469,0.0,0.0
4000469,PAPEL PARA VIDEO PRINTER UPP - 110MMX8M (SONY),220000.0,10,QUIROFANO(4),4000469,0.0,0.0
4000469,PAPEL PARA VIDEO PRINTER UPP - 110MMX8M (SONY),220000.0,10,ADMINISTRACION,4000469,0.0,0.0
4000469,PAPEL PARA VIDEO PRINTER UPP - 110MMX8M (SONY),220000.0,10,CARRO DE PARO,4000469,0.0,0.0
4000470,PLACA P/ ELECTRO BISTURI BIPOLAR (ADULTO),70000.0,10,FARMACIA INTERNA(1),4000470,0.0,0.0
4000470,PLACA P/ ELECTRO BISTURI BIPOLAR (ADULTO),70000.0,10,URGENCIAS(2),4000470,0.0,0.0
4000470,PLACA P/ ELECTRO BISTURI BIPOLAR (ADULTO),70000.0,10,INTERNADO(3),4000470,0.0,0.0
4000470,PLACA P/ ELECTRO BISTURI BIPOLAR (ADULTO),70000.0,10,QUIROFANO(4),4000470,0.0,0.0
4000470,PLACA P/ ELECTRO BISTURI BIPOLAR (ADULTO),70000.0,10,ADMINISTRACION,4000470,0.0,0.0
4000470,PLACA P/ ELECTRO BISTURI BIPOLAR (ADULTO),70000.0,10,CARRO DE PARO,4000470,0.0,0.0
4000471,MASCARA P/ ANESTESIA N0,50000.0,10,FARMACIA INTERNA(1),4000471,0.0,2.0
4000471,MASCARA P/ ANESTESIA N0,50000.0,10,URGENCIAS(2),4000471,0.0,0.0
4000471,MASCARA P/ ANESTESIA N0,50000.0,10,INTERNADO(3),4000471,0.0,0.0
4000471,MASCARA P/ ANESTESIA N0,50000.0,10,QUIROFANO(4),4000471,0.0,0.0
4000471,MASCARA P/ ANESTESIA N0,50000.0,10,ADMINISTRACION,4000471,0.0,0.0
4000471,MASCARA P/ ANESTESIA N0,50000.0,10,CARRO DE PARO,4000471,0.0,0.0
4000472,OXIGENO MEDICINAL AL 5%,960120.0,5,FARMACIA INTERNA(1),4000472,0.0,0.0
4000472,OXIGENO MEDICINAL AL 5%,960120.0,5,URGENCIAS(2),4000472,0.0,0.0
4000472,OXIGENO MEDICINAL AL 5%,960120.0,5,INTERNADO(3),4000472,0.0,0.0
4000472,OXIGENO MEDICINAL AL 5%,960120.0,5,QUIROFANO(4),4000472,0.0,0.0
4000472,OXIGENO MEDICINAL AL 5%,960120.0,5,ADMINISTRACION,4000472,0.0,49.0
4000472,OXIGENO MEDICINAL AL 5%,960120.0,5,CARRO DE PARO,4000472,0.0,0.0
4000473,"LEUKOMED T PLUS 5 X 7,2 (CURITON)",11000.0,10,FARMACIA INTERNA(1),4000473,0.0,18.0
4000473,"LEUKOMED T PLUS 5 X 7,2 (CURITON)",11000.0,10,URGENCIAS(2),4000473,0.0,36.0
4000473,"LEUKOMED T PLUS 5 X 7,2 (CURITON)",11000.0,10,INTERNADO(3),4000473,0.0,0.0
4000473,"LEUKOMED T PLUS 5 X 7,2 (CURITON)",11000.0,10,QUIROFANO(4),4000473,0.0,0.0
4000473,"LEUKOMED T PLUS 5 X 7,2 (CURITON)",11000.0,10,ADMINISTRACION,4000473,0.0,0.0
4000473,"LEUKOMED T PLUS 5 X 7,2 (CURITON)",11000.0,10,CARRO DE PARO,4000473,0.0,0.0
4000474,GERMI RIO (DESINFECTANTE P7 ECOGRAFO) ENV 750ML,125000.0,10,FARMACIA INTERNA(1),4000474,0.0,1.0
4000474,GERMI RIO (DESINFECTANTE P7 ECOGRAFO) ENV 750ML,125000.0,10,URGENCIAS(2),4000474,0.0,0.0
4000474,GERMI RIO (DESINFECTANTE P7 ECOGRAFO) ENV 750ML,125000.0,10,INTERNADO(3),4000474,0.0,0.0
4000474,GERMI RIO (DESINFECTANTE P7 ECOGRAFO) ENV 750ML,125000.0,10,QUIROFANO(4),4000474,0.0,0.0
4000474,GERMI RIO (DESINFECTANTE P7 ECOGRAFO) ENV 750ML,125000.0,10,ADMINISTRACION,4000474,0.0,0.0
4000474,GERMI RIO (DESINFECTANTE P7 ECOGRAFO) ENV 750ML,125000.0,10,CARRO DE PARO,4000474,0.0,0.0
700006,ECOGRAFIA TRANSVAGINAL,250000.0,10,INTERNADO(3),700006,0.0,0.0
700006,ECOGRAFIA TRANSVAGINAL,250000.0,10,QUIROFANO(4),700006,0.0,0.0
700006,ECOGRAFIA TRANSVAGINAL,250000.0,10,ADMINISTRACION,700006,0.0,0.0
700007,ECOGRAFIA OBSTETRICA,0.0,10,FARMACIA INTERNA(1),700007,0.0,0.0
700007,ECOGRAFIA OBSTETRICA,0.0,10,INTERNADO(3),700007,0.0,0.0
700007,ECOGRAFIA OBSTETRICA,0.0,10,QUIROFANO(4),700007,0.0,0.0
700007,ECOGRAFIA OBSTETRICA,0.0,10,ADMINISTRACION,700007,0.0,0.0
700008,ECOG. DOPPLER,0.0,10,ADMINISTRACION,700008,0.0,0.0
700009,ECOG. MORFOLOGICA,400000.0,10,URGENCIAS(2),700009,0.0,0.0
700009,ECOG. MORFOLOGICA,400000.0,10,INTERNADO(3),700009,0.0,0.0
700009,ECOG. MORFOLOGICA,400000.0,10,QUIROFANO(4),700009,0.0,0.0
700009,ECOG. MORFOLOGICA,400000.0,10,ADMINISTRACION,700009,0.0,0.0
700010,ECOG. PERFIL BIOFISICO FETAL,0.0,10,URGENCIAS(2),700010,0.0,0.0
700010,ECOG. PERFIL BIOFISICO FETAL,0.0,10,INTERNADO(3),700010,0.0,0.0
700010,ECOG. PERFIL BIOFISICO FETAL,0.0,10,QUIROFANO(4),700010,0.0,0.0
700010,ECOG. PERFIL BIOFISICO FETAL,0.0,10,ADMINISTRACION,700010,0.0,0.0
700012,ECOG. MARCADORES CROMOSOMICOS,400000.0,10,URGENCIAS(2),700012,0.0,0.0
700012,ECOG. MARCADORES CROMOSOMICOS,400000.0,10,INTERNADO(3),700012,0.0,0.0
700012,ECOG. MARCADORES CROMOSOMICOS,400000.0,10,ADMINISTRACION,700012,0.0,0.0
700013,ECOG. TESTICULAR,350000.0,10,URGENCIAS(2),700013,0.0,0.0
700013,ECOG. TESTICULAR,350000.0,10,INTERNADO(3),700013,0.0,0.0
700013,ECOG. TESTICULAR,350000.0,10,ADMINISTRACION,700013,0.0,0.0
700014,ECOGRAFIA DE URGENCIA,50000.0,10,FARMACIA INTERNA(1),700014,0.0,0.0
700014,ECOGRAFIA DE URGENCIA,50000.0,10,URGENCIAS(2),700014,0.0,0.0
700014,ECOGRAFIA DE URGENCIA,50000.0,10,INTERNADO(3),700014,0.0,0.0
700014,ECOGRAFIA DE URGENCIA,50000.0,10,QUIROFANO(4),700014,0.0,0.0
700014,ECOGRAFIA DE URGENCIA,50000.0,10,ADMINISTRACION,700014,0.0,0.0
700014,ECOGRAFIA DE URGENCIA,50000.0,10,CARRO DE PARO,700014,0.0,0.0
8000001,COLCHON THERAFOAM,2650000.0,10,FARMACIA INTERNA(1),8000001,0.0,0.0
8000001,COLCHON THERAFOAM,2650000.0,10,URGENCIAS(2),8000001,0.0,0.0
8000001,COLCHON THERAFOAM,2650000.0,10,INTERNADO(3),8000001,0.0,0.0
8000001,COLCHON THERAFOAM,2650000.0,10,QUIROFANO(4),8000001,0.0,0.0
8000001,COLCHON THERAFOAM,2650000.0,10,ADMINISTRACION,8000001,0.0,1.0
8000001,COLCHON THERAFOAM,2650000.0,10,CARRO DE PARO,8000001,0.0,0.0
93000000,DESCUENTO OBTENIDO DE PROVEEDORES,0.0,10,URGENCIAS(2),93000000,0.0,0.0
93000000,DESCUENTO OBTENIDO DE PROVEEDORES,0.0,10,INTERNADO(3),93000000,0.0,0.0
93000000,DESCUENTO OBTENIDO DE PROVEEDORES,0.0,10,QUIROFANO(4),93000000,0.0,0.0
93000000,DESCUENTO OBTENIDO DE PROVEEDORES,0.0,10,ADMINISTRACION,93000000,0.0,0.0
93000002,GASTOS DE CATERING 10%,0.0,10,ADMINISTRACION,93000002,0.0,0.0
93000003,DECORACIONES VARIAS,0.0,10,URGENCIAS(2),93000003,0.0,0.0
93000003,DECORACIONES VARIAS,0.0,10,INTERNADO(3),93000003,0.0,0.0
93000003,DECORACIONES VARIAS,0.0,10,QUIROFANO(4),93000003,0.0,0.0
93000003,DECORACIONES VARIAS,0.0,10,ADMINISTRACION,93000003,0.0,0.0
93000003,DECORACIONES VARIAS,0.0,10,CARRO DE PARO,93000003,0.0,0.0
93000004,ADESIVOS ESMERILADOS,0.0,10,URGENCIAS(2),93000004,0.0,0.0
93000004,ADESIVOS ESMERILADOS,0.0,10,INTERNADO(3),93000004,0.0,0.0
93000004,ADESIVOS ESMERILADOS,0.0,10,QUIROFANO(4),93000004,0.0,0.0
93000004,ADESIVOS ESMERILADOS,0.0,10,ADMINISTRACION,93000004,0.0,0.0
93000004,ADESIVOS ESMERILADOS,0.0,10,CARRO DE PARO,93000004,0.0,0.0
93000005,LETRERO - PUBLICIDAD Y PROPAGANDA,0.0,10,URGENCIAS(2),93000005,0.0,0.0
93000005,LETRERO - PUBLICIDAD Y PROPAGANDA,0.0,10,INTERNADO(3),93000005,0.0,0.0
93000005,LETRERO - PUBLICIDAD Y PROPAGANDA,0.0,10,QUIROFANO(4),93000005,0.0,0.0
93000005,LETRERO - PUBLICIDAD Y PROPAGANDA,0.0,10,ADMINISTRACION,93000005,0.0,0.0
93000005,LETRERO - PUBLICIDAD Y PROPAGANDA,0.0,10,CARRO DE PARO,93000005,0.0,0.0
93000006,CROCS ADULTO (PAR),0.0,10,URGENCIAS(2),93000006,0.0,0.0
93000006,CROCS ADULTO (PAR),0.0,10,INTERNADO(3),93000006,0.0,0.0
93000006,CROCS ADULTO (PAR),0.0,10,QUIROFANO(4),93000006,0.0,0.0
93000006,CROCS ADULTO (PAR),0.0,10,ADMINISTRACION,93000006,0.0,6.0
93000006,CROCS ADULTO (PAR),0.0,10,CARRO DE PARO,93000006,0.0,0.0
93000007,ARTICULOS Y PRODUCTOS DE LIMPIEZA,483000.0,10,URGENCIAS(2),93000007,0.0,0.0
93000007,ARTICULOS Y PRODUCTOS DE LIMPIEZA,483000.0,10,INTERNADO(3),93000007,0.0,0.0
93000007,ARTICULOS Y PRODUCTOS DE LIMPIEZA,483000.0,10,QUIROFANO(4),93000007,0.0,1.0
93000007,ARTICULOS Y PRODUCTOS DE LIMPIEZA,483000.0,10,ADMINISTRACION,93000007,0.0,109.0
93000007,ARTICULOS Y PRODUCTOS DE LIMPIEZA,483000.0,10,CARRO DE PARO,93000007,0.0,0.0
94000000,INTERESES PAGADOS,0.0,10,URGENCIAS(2),94000000,0.0,0.0
94000000,INTERESES PAGADOS,0.0,10,INTERNADO(3),94000000,0.0,0.0
94000000,INTERESES PAGADOS,0.0,10,QUIROFANO(4),94000000,0.0,0.0
94000000,INTERESES PAGADOS,0.0,10,ADMINISTRACION,94000000,0.0,0.0
94000000,INTERESES PAGADOS,0.0,10,CARRO DE PARO,94000000,0.0,0.0
94000001,COMISIONES BANCARIAS,1308859.0,10,URGENCIAS(2),94000001,0.0,0.0
94000001,COMISIONES BANCARIAS,1308859.0,10,INTERNADO(3),94000001,0.0,0.0
94000001,COMISIONES BANCARIAS,1308859.0,10,QUIROFANO(4),94000001,0.0,0.0
94000001,COMISIONES BANCARIAS,1308859.0,10,ADMINISTRACION,94000001,0.0,22.0
94000001,COMISIONES BANCARIAS,1308859.0,10,CARRO DE PARO,94000001,0.0,0.0
93000025,BANDEJA DE 3MTS,0.0,10,URGENCIAS(2),93000025,0.0,0.0
93000025,BANDEJA DE 3MTS,0.0,10,INTERNADO(3),93000025,0.0,0.0
93000025,BANDEJA DE 3MTS,0.0,10,QUIROFANO(4),93000025,0.0,0.0
93000025,BANDEJA DE 3MTS,0.0,10,ADMINISTRACION,93000025,0.0,0.0
93000025,BANDEJA DE 3MTS,0.0,10,CARRO DE PARO,93000025,0.0,0.0
93000026,MATERIAL PARA TERMINACIONES,0.0,10,URGENCIAS(2),93000026,0.0,0.0
93000026,MATERIAL PARA TERMINACIONES,0.0,10,INTERNADO(3),93000026,0.0,0.0
93000026,MATERIAL PARA TERMINACIONES,0.0,10,QUIROFANO(4),93000026,0.0,0.0
93000026,MATERIAL PARA TERMINACIONES,0.0,10,ADMINISTRACION,93000026,0.0,0.0
93000026,MATERIAL PARA TERMINACIONES,0.0,10,CARRO DE PARO,93000026,0.0,0.0
93000027,INTALACION Y CONFIGURACION DE CAMARAS,0.0,10,URGENCIAS(2),93000027,0.0,0.0
93000027,INTALACION Y CONFIGURACION DE CAMARAS,0.0,10,INTERNADO(3),93000027,0.0,0.0
93000027,INTALACION Y CONFIGURACION DE CAMARAS,0.0,10,QUIROFANO(4),93000027,0.0,0.0
93000027,INTALACION Y CONFIGURACION DE CAMARAS,0.0,10,ADMINISTRACION,93000027,0.0,0.0
93000027,INTALACION Y CONFIGURACION DE CAMARAS,0.0,10,CARRO DE PARO,93000027,0.0,0.0
93000028,SOFA,2400000.0,10,URGENCIAS(2),93000028,0.0,0.0
93000028,SOFA,2400000.0,10,INTERNADO(3),93000028,0.0,0.0
93000028,SOFA,2400000.0,10,QUIROFANO(4),93000028,0.0,0.0
93000028,SOFA,2400000.0,10,ADMINISTRACION,93000028,0.0,10.0
93000028,SOFA,2400000.0,10,CARRO DE PARO,93000028,0.0,0.0
93000029,LONGARINA,1650000.0,10,URGENCIAS(2),93000029,0.0,0.0
93000029,LONGARINA,1650000.0,10,INTERNADO(3),93000029,0.0,0.0
93000029,LONGARINA,1650000.0,10,QUIROFANO(4),93000029,0.0,0.0
93000029,LONGARINA,1650000.0,10,ADMINISTRACION,93000029,0.0,10.0
93000029,LONGARINA,1650000.0,10,CARRO DE PARO,93000029,0.0,0.0
93000030,SILLA GIRATORIA,870000.0,10,URGENCIAS(2),93000030,0.0,0.0
93000030,SILLA GIRATORIA,870000.0,10,INTERNADO(3),93000030,0.0,0.0
93000030,SILLA GIRATORIA,870000.0,10,QUIROFANO(4),93000030,0.0,0.0
93000030,SILLA GIRATORIA,870000.0,10,ADMINISTRACION,93000030,0.0,10.0
93000030,SILLA GIRATORIA,870000.0,10,CARRO DE PARO,93000030,0.0,0.0
93000031,SILLA FIJA,790000.0,10,URGENCIAS(2),93000031,0.0,0.0
93000031,SILLA FIJA,790000.0,10,INTERNADO(3),93000031,0.0,0.0
93000031,SILLA FIJA,790000.0,10,QUIROFANO(4),93000031,0.0,0.0
93000031,SILLA FIJA,790000.0,10,ADMINISTRACION,93000031,0.0,20.0
93000031,SILLA FIJA,790000.0,10,CARRO DE PARO,93000031,0.0,0.0
93000032,SERVICIOS PAGADOS DE TV CABLE,0.0,10,URGENCIAS(2),93000032,0.0,0.0
93000032,SERVICIOS PAGADOS DE TV CABLE,0.0,10,INTERNADO(3),93000032,0.0,0.0
93000032,SERVICIOS PAGADOS DE TV CABLE,0.0,10,QUIROFANO(4),93000032,0.0,0.0
93000032,SERVICIOS PAGADOS DE TV CABLE,0.0,10,ADMINISTRACION,93000032,0.0,0.0
93000032,SERVICIOS PAGADOS DE TV CABLE,0.0,10,CARRO DE PARO,93000032,0.0,0.0
93000033,ARTICULOS DE FERRETERIA,0.0,10,URGENCIAS(2),93000033,0.0,0.0
93000033,ARTICULOS DE FERRETERIA,0.0,10,INTERNADO(3),93000033,0.0,0.0
93000033,ARTICULOS DE FERRETERIA,0.0,10,QUIROFANO(4),93000033,0.0,0.0
93000033,ARTICULOS DE FERRETERIA,0.0,10,ADMINISTRACION,93000033,0.0,0.0
93000033,ARTICULOS DE FERRETERIA,0.0,10,CARRO DE PARO,93000033,0.0,0.0
93000034,FLETE MARITIMO POR IMPORTACION,0.0,0,URGENCIAS(2),93000034,0.0,0.0
93000034,FLETE MARITIMO POR IMPORTACION,0.0,0,INTERNADO(3),93000034,0.0,0.0
93000034,FLETE MARITIMO POR IMPORTACION,0.0,0,QUIROFANO(4),93000034,0.0,0.0
93000034,FLETE MARITIMO POR IMPORTACION,0.0,0,ADMINISTRACION,93000034,0.0,0.0
93000034,FLETE MARITIMO POR IMPORTACION,0.0,0,CARRO DE PARO,93000034,0.0,0.0
93000035,GASTOS DE ESCRIBANIA,0.0,10,URGENCIAS(2),93000035,0.0,0.0
93000035,GASTOS DE ESCRIBANIA,0.0,10,INTERNADO(3),93000035,0.0,0.0
93000035,GASTOS DE ESCRIBANIA,0.0,10,QUIROFANO(4),93000035,0.0,0.0
93000035,GASTOS DE ESCRIBANIA,0.0,10,ADMINISTRACION,93000035,0.0,0.0
93000035,GASTOS DE ESCRIBANIA,0.0,10,CARRO DE PARO,93000035,0.0,0.0
93000036,IMPUESTOS MUNICIPALES,0.0,0,URGENCIAS(2),93000036,0.0,0.0
93000036,IMPUESTOS MUNICIPALES,0.0,0,INTERNADO(3),93000036,0.0,0.0
93000036,IMPUESTOS MUNICIPALES,0.0,0,QUIROFANO(4),93000036,0.0,0.0
93000036,IMPUESTOS MUNICIPALES,0.0,0,ADMINISTRACION,93000036,0.0,0.0
93000036,IMPUESTOS MUNICIPALES,0.0,0,CARRO DE PARO,93000036,0.0,0.0
93000037,MERCADERIAS EXENTAS,0.0,0,URGENCIAS(2),93000037,0.0,0.0
93000037,MERCADERIAS EXENTAS,0.0,0,INTERNADO(3),93000037,0.0,0.0
93000037,MERCADERIAS EXENTAS,0.0,0,QUIROFANO(4),93000037,0.0,0.0
93000037,MERCADERIAS EXENTAS,0.0,0,ADMINISTRACION,93000037,0.0,0.0
93000037,MERCADERIAS EXENTAS,0.0,0,CARRO DE PARO,93000037,0.0,0.0
93000038,DEVOLUCION DE MERCADERIAS AL 5%,0.0,5,URGENCIAS(2),93000038,0.0,0.0
93000038,DEVOLUCION DE MERCADERIAS AL 5%,0.0,5,INTERNADO(3),93000038,0.0,0.0
93000038,DEVOLUCION DE MERCADERIAS AL 5%,0.0,5,QUIROFANO(4),93000038,0.0,0.0
93000038,DEVOLUCION DE MERCADERIAS AL 5%,0.0,5,ADMINISTRACION,93000038,0.0,0.0
93000038,DEVOLUCION DE MERCADERIAS AL 5%,0.0,5,CARRO DE PARO,93000038,0.0,0.0
93000039,DEVOLUCION DE MERCADERIAS AL 10%,0.0,10,URGENCIAS(2),93000039,0.0,0.0
93000039,DEVOLUCION DE MERCADERIAS AL 10%,0.0,10,INTERNADO(3),93000039,0.0,0.0
93000039,DEVOLUCION DE MERCADERIAS AL 10%,0.0,10,QUIROFANO(4),93000039,0.0,0.0
93000039,DEVOLUCION DE MERCADERIAS AL 10%,0.0,10,ADMINISTRACION,93000039,0.0,0.0
93000039,DEVOLUCION DE MERCADERIAS AL 10%,0.0,10,CARRO DE PARO,93000039,0.0,0.0
93000040,LUBRICANTES AL 10%,84000.0,10,URGENCIAS(2),93000040,0.0,0.0
93000040,LUBRICANTES AL 10%,84000.0,10,INTERNADO(3),93000040,0.0,0.0
93000040,LUBRICANTES AL 10%,84000.0,10,QUIROFANO(4),93000040,0.0,0.0
93000040,LUBRICANTES AL 10%,84000.0,10,ADMINISTRACION,93000040,0.0,1.0
93000040,LUBRICANTES AL 10%,84000.0,10,CARRO DE PARO,93000040,0.0,0.0
2000254,ENTERO GAS PEDIATRICO GOTAS 15 ML,0.0,5,URGENCIAS(2),7840199099866,0.0,0.0
2000254,ENTERO GAS PEDIATRICO GOTAS 15 ML,0.0,5,INTERNADO(3),7840199099866,0.0,0.0
2000254,ENTERO GAS PEDIATRICO GOTAS 15 ML,0.0,5,QUIROFANO(4),7840199099866,0.0,0.0
2000255,ENTEROFAR GTS X 15ML,30000.0,5,URGENCIAS(2),7840653007420,0.0,1.0
2000255,ENTEROFAR GTS X 15ML,30000.0,5,INTERNADO(3),7840653007420,0.0,0.0
2000255,ENTEROFAR GTS X 15ML,30000.0,5,QUIROFANO(4),7840653007420,0.0,0.0
2000256,ENTEROGERMINA X 10 AMP BEBIBLE,0.0,5,URGENCIAS(2),7795312108317,0.0,0.0
2000256,ENTEROGERMINA X 10 AMP BEBIBLE,0.0,5,INTERNADO(3),7795312108317,0.0,0.0
2000256,ENTEROGERMINA X 10 AMP BEBIBLE,0.0,5,QUIROFANO(4),7795312108317,0.0,0.0
2000257,EPLERONE 25MG X 30 COMP,0.0,5,URGENCIAS(2),7840036010306,0.0,0.0
2000257,EPLERONE 25MG X 30 COMP,0.0,5,INTERNADO(3),7840036010306,0.0,0.0
2000257,EPLERONE 25MG X 30 COMP,0.0,5,QUIROFANO(4),7840036010306,0.0,0.0
2000258,EPOGEN 10000UI X 1 AMP ( ERITROPOYETINA),0.0,5,URGENCIAS(2),7795373099753,0.0,0.0
2000258,EPOGEN 10000UI X 1 AMP ( ERITROPOYETINA),0.0,5,INTERNADO(3),7795373099753,0.0,0.0
